,image_id,Male,Gray_Hair,split
10342,087373.jpg,0,0,0
7830,154859.jpg,1,0,0
673,018776.jpg,1,1,0
3061,084338.jpg,1,1,0
4347,117833.jpg,1,1,0
6059,165008.jpg,1,1,0
13917,058969.jpg,0,0,0
6903,185071.jpg,0,1,0
9655,180025.jpg,0,0,0
3648,098832.jpg,1,1,0
42,000903.jpg,1,1,0
10064,031845.jpg,0,0,0
14521,149650.jpg,0,0,0
3494,095084.jpg,1,1,0
6206,167999.jpg,1,1,0
89,001930.jpg,1,1,0
8063,043234.jpg,1,0,0
14712,051846.jpg,0,0,0
8963,139214.jpg,0,0,0
10241,130135.jpg,0,0,0
4995,135869.jpg,0,1,0
9561,118064.jpg,0,0,0
2075,057562.jpg,1,1,0
5278,143193.jpg,1,1,0
2168,060697.jpg,1,1,0
12210,186052.jpg,0,0,0
13860,081964.jpg,0,0,0
1830,050466.jpg,0,1,0
2004,055571.jpg,1,1,0
5222,142118.jpg,1,1,0
4596,124626.jpg,1,1,0
14653,091761.jpg,0,0,0
10618,018238.jpg,0,0,0
14486,130622.jpg,0,0,0
2799,077669.jpg,1,1,0
6383,171955.jpg,1,1,0
6095,165732.jpg,1,1,0
6003,163756.jpg,1,1,0
3304,090008.jpg,1,1,0
10784,195589.jpg,0,0,0
6070,165227.jpg,1,1,0
3000,082415.jpg,1,1,0
14231,092925.jpg,0,0,0
9574,150255.jpg,0,0,0
7574,030913.jpg,1,0,0
7545,148821.jpg,1,0,0
10735,086537.jpg,0,0,0
2520,070144.jpg,1,1,0
5902,161033.jpg,0,1,0
197,004562.jpg,1,1,0
12251,035473.jpg,0,0,0
2606,072507.jpg,1,1,0
10616,160213.jpg,0,0,0
6861,183956.jpg,1,1,0
8192,087179.jpg,1,0,0
3413,093055.jpg,1,1,0
2841,078758.jpg,1,1,0
6528,175592.jpg,0,1,0
12712,103216.jpg,0,0,0
9733,083480.jpg,0,0,0
11582,104579.jpg,0,0,0
4843,131357.jpg,1,1,0
2519,070117.jpg,1,1,0
11140,183653.jpg,0,0,0
14327,201261.jpg,0,0,0
9429,025278.jpg,0,0,0
12800,156715.jpg,0,0,0
13115,121239.jpg,0,0,0
3552,096435.jpg,1,1,0
2050,056954.jpg,1,1,0
2818,078206.jpg,1,1,0
2256,063217.jpg,1,1,0
10017,080199.jpg,0,0,0
1892,052206.jpg,1,1,0
12832,184966.jpg,0,0,0
10210,030192.jpg,0,0,0
10898,018897.jpg,0,0,0
9469,128874.jpg,0,0,0
10952,178498.jpg,0,0,0
4440,120125.jpg,1,1,0
2782,077223.jpg,1,1,0
7125,193257.jpg,0,1,0
12243,150173.jpg,0,0,0
13265,185431.jpg,0,0,0
7477,090519.jpg,1,0,0
3084,084947.jpg,1,1,0
1511,041518.jpg,1,1,0
7412,125393.jpg,1,0,0
1820,050404.jpg,1,1,0
12208,052883.jpg,0,0,0
3855,104729.jpg,1,1,0
5920,161582.jpg,1,1,0
996,027261.jpg,1,1,0
2430,067743.jpg,1,1,0
4764,129195.jpg,1,1,0
3883,105411.jpg,0,1,0
3124,085815.jpg,1,1,0
8952,119927.jpg,0,0,0
7502,177489.jpg,1,0,0
5232,142364.jpg,1,1,0
14563,076210.jpg,0,0,0
9005,150500.jpg,0,0,0
819,022703.jpg,1,1,0
6407,172561.jpg,0,1,0
749,020897.jpg,0,1,0
626,017147.jpg,1,1,0
0,000021.jpg,1,1,0
3983,107634.jpg,1,1,0
10606,004356.jpg,0,0,0
2956,081311.jpg,1,1,0
7870,092765.jpg,1,0,0
8998,081373.jpg,0,0,0
3405,092840.jpg,1,1,0
6574,176772.jpg,1,1,0
7240,196847.jpg,1,1,0
3211,087824.jpg,1,1,0
12711,149753.jpg,0,0,0
2107,058574.jpg,1,1,0
2438,067964.jpg,1,1,0
4176,112983.jpg,1,1,0
4340,117656.jpg,1,1,0
1547,042424.jpg,1,1,0
8045,107253.jpg,1,0,0
4648,126088.jpg,1,1,0
10978,066715.jpg,0,0,0
3674,099357.jpg,1,1,0
7798,179994.jpg,1,0,0
13213,200572.jpg,0,0,0
8503,195430.jpg,1,0,0
1964,054604.jpg,1,1,0
4152,112515.jpg,0,1,0
14773,049932.jpg,0,0,0
10422,018922.jpg,0,0,0
7132,193626.jpg,1,1,0
8402,114171.jpg,1,0,0
70,001531.jpg,1,1,0
12875,191218.jpg,0,0,0
2675,074416.jpg,1,1,0
5994,163313.jpg,1,1,0
6803,182007.jpg,1,1,0
1341,036660.jpg,1,1,0
10295,118621.jpg,0,0,0
13285,094708.jpg,0,0,0
3154,086466.jpg,1,1,0
7645,133963.jpg,1,0,0
13002,162168.jpg,0,0,0
4748,128876.jpg,0,1,0
10750,071186.jpg,0,0,0
13041,097418.jpg,0,0,0
12045,113210.jpg,0,0,0
13363,085978.jpg,0,0,0
12003,185074.jpg,0,0,0
188,004353.jpg,1,1,0
8748,164831.jpg,0,0,0
5167,140320.jpg,1,1,0
2941,080734.jpg,1,1,0
9786,020652.jpg,0,0,0
13731,084141.jpg,0,0,0
9838,140917.jpg,0,0,0
9345,035531.jpg,0,0,0
7779,063634.jpg,1,0,0
7939,030211.jpg,1,0,0
3652,098891.jpg,1,1,0
12538,018017.jpg,0,0,0
9444,146426.jpg,0,0,0
14719,038320.jpg,0,0,0
9748,043328.jpg,0,0,0
14630,125680.jpg,0,0,0
10716,015646.jpg,0,0,0
14688,069303.jpg,0,0,0
8264,158769.jpg,1,0,0
11182,076225.jpg,0,0,0
1463,039990.jpg,1,1,0
14062,115698.jpg,0,0,0
8450,017805.jpg,1,0,0
10674,196074.jpg,0,0,0
10717,147185.jpg,0,0,0
10474,127647.jpg,0,0,0
4213,113894.jpg,1,1,0
7797,114349.jpg,1,0,0
11571,084110.jpg,0,0,0
4968,135059.jpg,1,1,0
4780,129663.jpg,1,1,0
12226,003739.jpg,0,0,0
7396,202568.jpg,1,1,0
7553,038770.jpg,1,0,0
4668,126526.jpg,1,1,0
8500,064286.jpg,1,0,0
14190,041083.jpg,0,0,0
4463,120976.jpg,1,1,0
7168,194735.jpg,1,1,0
14267,137785.jpg,0,0,0
124,002787.jpg,1,1,0
4427,119818.jpg,1,1,0
14237,161065.jpg,0,0,0
1160,031841.jpg,1,1,0
1483,040788.jpg,0,1,0
423,011137.jpg,1,1,0
13707,115517.jpg,0,0,0
10451,011404.jpg,0,0,0
3709,100134.jpg,1,1,0
8511,043807.jpg,1,0,0
9585,054777.jpg,0,0,0
7363,201386.jpg,1,1,0
2019,056114.jpg,1,1,0
10761,068137.jpg,0,0,0
10535,007197.jpg,0,0,0
12501,087759.jpg,0,0,0
6435,173279.jpg,1,1,0
239,005807.jpg,1,1,0
4527,122623.jpg,1,1,0
10543,048807.jpg,0,0,0
1444,039532.jpg,1,1,0
2290,064058.jpg,1,1,0
4725,128216.jpg,1,1,0
3607,097749.jpg,1,1,0
12637,101922.jpg,0,0,0
10707,112959.jpg,0,0,0
6242,168958.jpg,1,1,0
11767,084897.jpg,0,0,0
9813,062366.jpg,0,0,0
14677,049829.jpg,0,0,0
14163,036598.jpg,0,0,0
497,013462.jpg,1,1,0
7378,201812.jpg,1,1,0
4931,134079.jpg,1,1,0
7730,062997.jpg,1,0,0
1682,046527.jpg,1,1,0
5115,139093.jpg,1,1,0
4174,112966.jpg,1,1,0
12803,084001.jpg,0,0,0
14093,142716.jpg,0,0,0
114,002631.jpg,1,1,0
5858,159889.jpg,1,1,0
5404,146875.jpg,1,1,0
4358,118074.jpg,1,1,0
9089,005567.jpg,0,0,0
10969,045389.jpg,0,0,0
3694,099783.jpg,1,1,0
12341,105820.jpg,0,0,0
222,005385.jpg,1,1,0
7049,190271.jpg,1,1,0
8535,063443.jpg,1,0,0
12572,043909.jpg,0,0,0
2288,064012.jpg,1,1,0
4584,124233.jpg,0,1,0
9377,026777.jpg,0,0,0
5688,155369.jpg,1,1,0
6898,184958.jpg,1,1,0
4280,115964.jpg,1,1,0
8595,177878.jpg,1,0,0
2767,076930.jpg,1,1,0
8362,152591.jpg,1,0,0
2991,082108.jpg,1,1,0
11291,065279.jpg,0,0,0
6481,174610.jpg,1,1,0
8991,137356.jpg,0,0,0
6344,171147.jpg,1,1,0
14294,037424.jpg,0,0,0
13435,133919.jpg,0,0,0
10732,195075.jpg,0,0,0
1309,035568.jpg,0,1,0
1155,031735.jpg,0,1,0
10614,046480.jpg,0,0,0
14166,198979.jpg,0,0,0
5302,144050.jpg,1,1,0
8194,176387.jpg,1,0,0
14058,191482.jpg,0,0,0
6608,177486.jpg,0,1,0
8637,044075.jpg,1,0,0
2667,074220.jpg,1,1,0
6462,174234.jpg,1,1,0
14316,088707.jpg,0,0,0
4341,117677.jpg,0,1,0
13651,034508.jpg,0,0,0
3328,090476.jpg,1,1,0
6420,172969.jpg,0,1,0
5181,140819.jpg,1,1,0
14658,101419.jpg,0,0,0
13653,143465.jpg,0,0,0
152,003510.jpg,1,1,0
8796,003483.jpg,0,0,0
11116,105134.jpg,0,0,0
5130,139390.jpg,0,1,0
8791,185508.jpg,0,0,0
13844,035790.jpg,0,0,0
1464,040050.jpg,1,1,0
9007,131214.jpg,0,0,0
4247,115056.jpg,1,1,0
8954,040749.jpg,0,0,0
9100,163188.jpg,0,0,0
3208,087766.jpg,1,1,0
13587,033914.jpg,0,0,0
6807,182061.jpg,1,1,0
14016,094742.jpg,0,0,0
3301,089883.jpg,1,1,0
13973,109147.jpg,0,0,0
4482,121475.jpg,1,1,0
12682,115822.jpg,0,0,0
12073,000998.jpg,0,0,0
4431,119881.jpg,1,1,0
9412,061857.jpg,0,0,0
10530,093405.jpg,0,0,0
14256,059369.jpg,0,0,0
12891,082960.jpg,0,0,0
3921,106315.jpg,1,1,0
5658,154441.jpg,1,1,0
6865,184096.jpg,1,1,0
6622,177646.jpg,1,1,0
9882,167685.jpg,0,0,0
8363,095473.jpg,1,0,0
4197,113417.jpg,1,1,0
10688,096615.jpg,0,0,0
721,020009.jpg,1,1,0
7161,194565.jpg,1,1,0
6047,164799.jpg,1,1,0
4429,119840.jpg,1,1,0
5770,157771.jpg,1,1,0
4573,123953.jpg,1,1,0
5081,138289.jpg,1,1,0
2575,071419.jpg,1,1,0
7450,069632.jpg,1,0,0
5823,158790.jpg,1,1,0
750,020898.jpg,1,1,0
13845,188035.jpg,0,0,0
8471,140422.jpg,1,0,0
10372,153235.jpg,0,0,0
10985,064505.jpg,0,0,0
4560,123723.jpg,1,1,0
9072,013027.jpg,0,0,0
1940,053480.jpg,1,1,0
14089,193743.jpg,0,0,0
6790,181624.jpg,1,1,0
13030,153670.jpg,0,0,0
7430,053303.jpg,1,0,0
686,019041.jpg,0,1,0
12985,022202.jpg,0,0,0
10500,151263.jpg,0,0,0
10319,132877.jpg,0,0,0
5757,157352.jpg,1,1,0
5452,148073.jpg,0,1,0
13829,083073.jpg,0,0,0
1819,050392.jpg,1,1,0
4699,127449.jpg,1,1,0
8177,150008.jpg,1,0,0
7580,142516.jpg,1,0,0
1976,054908.jpg,1,1,0
7182,195169.jpg,1,1,0
4628,125579.jpg,0,1,0
1114,030498.jpg,1,1,0
10689,079816.jpg,0,0,0
8319,117197.jpg,1,0,0
5949,162287.jpg,0,1,0
13744,078730.jpg,0,0,0
5105,138792.jpg,1,1,0
7344,200747.jpg,1,1,0
14519,049729.jpg,0,0,0
1811,050167.jpg,1,1,0
14573,008791.jpg,0,0,0
9272,188887.jpg,0,0,0
194,004466.jpg,1,1,0
1337,036545.jpg,1,1,0
4021,108862.jpg,1,1,0
4557,123662.jpg,1,1,0
6306,170452.jpg,1,1,0
1896,052256.jpg,1,1,0
12279,179735.jpg,0,0,0
10831,119303.jpg,0,0,0
14784,039587.jpg,0,0,0
10832,005837.jpg,0,0,0
13796,004077.jpg,0,0,0
5794,158286.jpg,1,1,0
3305,090018.jpg,1,1,0
3038,083561.jpg,1,1,0
13340,119622.jpg,0,0,0
5124,139308.jpg,0,1,0
466,012412.jpg,1,1,0
8231,011735.jpg,1,0,0
3347,091251.jpg,0,1,0
11096,135394.jpg,0,0,0
13444,026270.jpg,0,0,0
4092,110749.jpg,1,1,0
6789,181568.jpg,1,1,0
1879,051836.jpg,1,1,0
13785,186132.jpg,0,0,0
8420,163187.jpg,1,0,0
14542,037020.jpg,0,0,0
5125,139329.jpg,1,1,0
1080,029530.jpg,1,1,0
9354,182134.jpg,0,0,0
3473,094408.jpg,1,1,0
8941,119643.jpg,0,0,0
5388,146462.jpg,1,1,0
3701,099847.jpg,1,1,0
10198,029581.jpg,0,0,0
3809,103636.jpg,0,1,0
6229,168638.jpg,0,1,0
5079,138147.jpg,1,1,0
3166,086672.jpg,1,1,0
9721,083124.jpg,0,0,0
11181,087469.jpg,0,0,0
12867,017113.jpg,0,0,0
6688,179281.jpg,1,1,0
4635,125786.jpg,1,1,0
14355,101839.jpg,0,0,0
9375,149747.jpg,0,0,0
5345,145613.jpg,1,1,0
63,001338.jpg,1,1,0
7352,201119.jpg,1,1,0
7583,087828.jpg,1,0,0
3691,099689.jpg,0,1,0
3519,095648.jpg,1,1,0
13647,100795.jpg,0,0,0
2432,067808.jpg,1,1,0
189,004357.jpg,0,1,0
11295,153327.jpg,0,0,0
1756,048423.jpg,0,1,0
4442,120151.jpg,1,1,0
12101,021778.jpg,0,0,0
12392,011558.jpg,0,0,0
13578,027906.jpg,0,0,0
5387,146446.jpg,1,1,0
12544,198840.jpg,0,0,0
4962,135019.jpg,1,1,0
6509,175263.jpg,1,1,0
7584,181967.jpg,1,0,0
11030,085571.jpg,0,0,0
1335,036522.jpg,1,1,0
11992,104767.jpg,0,0,0
3069,084394.jpg,0,1,0
6874,184352.jpg,0,1,0
13459,082768.jpg,0,0,0
13438,142590.jpg,0,0,0
10983,102441.jpg,0,0,0
7722,078405.jpg,1,0,0
10123,163076.jpg,0,0,0
8842,018865.jpg,0,0,0
10193,051563.jpg,0,0,0
11643,182158.jpg,0,0,0
8513,164624.jpg,1,0,0
2060,057269.jpg,1,1,0
7687,189023.jpg,1,0,0
8585,085402.jpg,1,0,0
7371,201638.jpg,1,1,0
4086,110475.jpg,1,1,0
8360,059611.jpg,1,0,0
8087,142591.jpg,1,0,0
12286,007528.jpg,0,0,0
4346,117809.jpg,1,1,0
14651,063055.jpg,0,0,0
6218,168433.jpg,1,1,0
8032,119923.jpg,1,0,0
6022,164098.jpg,1,1,0
8619,102575.jpg,1,0,0
13601,031208.jpg,0,0,0
12258,050817.jpg,0,0,0
1121,030607.jpg,1,1,0
2547,070852.jpg,0,1,0
2146,059851.jpg,1,1,0
9108,123797.jpg,0,0,0
14385,113464.jpg,0,0,0
292,007502.jpg,0,1,0
9642,051758.jpg,0,0,0
5880,160439.jpg,1,1,0
13139,108814.jpg,0,0,0
224,005424.jpg,1,1,0
9971,146972.jpg,0,0,0
3023,083087.jpg,0,1,0
4177,113018.jpg,1,1,0
6642,178060.jpg,0,1,0
5942,162032.jpg,1,1,0
9867,125443.jpg,0,0,0
8508,185150.jpg,1,0,0
12096,164939.jpg,0,0,0
14778,062251.jpg,0,0,0
7498,023598.jpg,1,0,0
6675,178914.jpg,1,1,0
3387,092419.jpg,0,1,0
5856,159837.jpg,0,1,0
8532,023953.jpg,1,0,0
5534,150546.jpg,1,1,0
6811,182147.jpg,1,1,0
5050,137428.jpg,1,1,0
11448,087529.jpg,0,0,0
649,017797.jpg,1,1,0
13710,149557.jpg,0,0,0
829,023064.jpg,1,1,0
978,026794.jpg,1,1,0
4015,108605.jpg,1,1,0
12684,175330.jpg,0,0,0
6189,167581.jpg,1,1,0
6040,164512.jpg,1,1,0
7601,128954.jpg,1,0,0
14023,037299.jpg,0,0,0
5037,137038.jpg,1,1,0
3569,096832.jpg,1,1,0
12043,045611.jpg,0,0,0
13332,180216.jpg,0,0,0
2324,064908.jpg,1,1,0
6687,179273.jpg,0,1,0
4405,119253.jpg,1,1,0
12416,181417.jpg,0,0,0
5999,163613.jpg,1,1,0
5163,140148.jpg,1,1,0
7231,196687.jpg,1,1,0
11011,187109.jpg,0,0,0
6110,166020.jpg,0,1,0
10845,044217.jpg,0,0,0
8830,117342.jpg,0,0,0
14361,073637.jpg,0,0,0
11447,063284.jpg,0,0,0
13295,061394.jpg,0,0,0
5808,158451.jpg,1,1,0
14082,012901.jpg,0,0,0
12704,053839.jpg,0,0,0
8403,190739.jpg,1,0,0
5287,143445.jpg,1,1,0
1775,048837.jpg,1,1,0
8431,035791.jpg,1,0,0
3489,094903.jpg,1,1,0
3029,083274.jpg,1,1,0
6741,180468.jpg,1,1,0
10150,047689.jpg,0,0,0
6883,184492.jpg,1,1,0
11560,172998.jpg,0,0,0
1385,037808.jpg,0,1,0
2649,073726.jpg,1,1,0
12443,072702.jpg,0,0,0
8490,008088.jpg,1,0,0
12981,015103.jpg,0,0,0
1925,053063.jpg,1,1,0
12992,096758.jpg,0,0,0
4206,113720.jpg,1,1,0
11899,113071.jpg,0,0,0
7863,069238.jpg,1,0,0
9968,175980.jpg,0,0,0
13896,051455.jpg,0,0,0
13965,114776.jpg,0,0,0
5017,136455.jpg,0,1,0
12198,087885.jpg,0,0,0
11454,062502.jpg,0,0,0
11374,173966.jpg,0,0,0
9047,201982.jpg,0,0,0
6698,179623.jpg,1,1,0
5290,143594.jpg,1,1,0
13903,161324.jpg,0,0,0
11994,058802.jpg,0,0,0
8587,140592.jpg,1,0,0
9278,154491.jpg,0,0,0
12999,013761.jpg,0,0,0
13797,198145.jpg,0,0,0
9672,186302.jpg,0,0,0
9370,096292.jpg,0,0,0
9910,161258.jpg,0,0,0
8280,063177.jpg,1,0,0
5369,146149.jpg,1,1,0
3403,092825.jpg,0,1,0
859,024049.jpg,1,1,0
908,025085.jpg,1,1,0
8079,151919.jpg,1,0,0
14516,030714.jpg,0,0,0
10304,164114.jpg,0,0,0
13112,176280.jpg,0,0,0
14700,106563.jpg,0,0,0
5015,136438.jpg,1,1,0
2203,061702.jpg,1,1,0
192,004454.jpg,1,1,0
14104,104518.jpg,0,0,0
8060,122556.jpg,1,0,0
3950,107003.jpg,0,1,0
3026,083159.jpg,1,1,0
7208,195799.jpg,1,1,0
13574,143790.jpg,0,0,0
645,017706.jpg,1,1,0
3577,097127.jpg,1,1,0
3105,085453.jpg,1,1,0
1586,043931.jpg,1,1,0
488,013214.jpg,1,1,0
9198,043555.jpg,0,0,0
9764,160903.jpg,0,0,0
13632,176695.jpg,0,0,0
13385,022367.jpg,0,0,0
9926,126775.jpg,0,0,0
2295,064162.jpg,1,1,0
6911,185345.jpg,1,1,0
9636,083929.jpg,0,0,0
8455,034781.jpg,1,0,0
2252,063117.jpg,1,1,0
12975,088727.jpg,0,0,0
11349,102162.jpg,0,0,0
5960,162490.jpg,1,1,0
6984,187848.jpg,1,1,0
5521,150161.jpg,1,1,0
4053,109775.jpg,1,1,0
1660,046057.jpg,1,1,0
737,020501.jpg,1,1,0
3206,087750.jpg,1,1,0
11206,057993.jpg,0,0,0
12081,084851.jpg,0,0,0
13215,195103.jpg,0,0,0
5843,159387.jpg,1,1,0
1307,035527.jpg,1,1,0
8504,165481.jpg,1,0,0
4594,124585.jpg,1,1,0
2762,076823.jpg,1,1,0
13194,091846.jpg,0,0,0
5512,149936.jpg,1,1,0
4336,117521.jpg,0,1,0
8301,189816.jpg,1,0,0
10648,074843.jpg,0,0,0
14001,052451.jpg,0,0,0
5637,153611.jpg,1,1,0
8067,159284.jpg,1,0,0
10278,069538.jpg,0,0,0
9950,182938.jpg,0,0,0
2537,070605.jpg,1,1,0
40,000891.jpg,0,1,0
12641,153677.jpg,0,0,0
12047,088233.jpg,0,0,0
7426,101860.jpg,1,0,0
792,021938.jpg,1,1,0
13491,119439.jpg,0,0,0
451,012004.jpg,1,1,0
3852,104646.jpg,1,1,0
5203,141524.jpg,0,1,0
10355,040891.jpg,0,0,0
9983,199702.jpg,0,0,0
2466,068652.jpg,1,1,0
12296,114260.jpg,0,0,0
3467,094254.jpg,1,1,0
4459,120709.jpg,0,1,0
10604,066922.jpg,0,0,0
243,005915.jpg,0,1,0
8101,069480.jpg,1,0,0
4740,128664.jpg,1,1,0
10958,011671.jpg,0,0,0
9511,139575.jpg,0,0,0
6023,164143.jpg,1,1,0
8197,074243.jpg,1,0,0
11957,128893.jpg,0,0,0
5704,155710.jpg,1,1,0
5061,137781.jpg,1,1,0
1642,045493.jpg,1,1,0
1461,039954.jpg,1,1,0
8256,050157.jpg,1,0,0
10719,117125.jpg,0,0,0
3172,086859.jpg,1,1,0
14335,177390.jpg,0,0,0
1718,047363.jpg,1,1,0
4633,125756.jpg,0,1,0
10856,032414.jpg,0,0,0
12941,168298.jpg,0,0,0
12830,174457.jpg,0,0,0
496,013450.jpg,1,1,0
3912,106009.jpg,1,1,0
8528,079196.jpg,1,0,0
12811,056514.jpg,0,0,0
590,016045.jpg,1,1,0
11044,003050.jpg,0,0,0
12568,045735.jpg,0,0,0
5486,149210.jpg,1,1,0
4008,108424.jpg,0,1,0
11301,155245.jpg,0,0,0
14702,017057.jpg,0,0,0
7987,023463.jpg,1,0,0
6081,165453.jpg,1,1,0
3463,094201.jpg,0,1,0
6631,177900.jpg,1,1,0
1398,038018.jpg,1,1,0
7088,191730.jpg,0,1,0
6436,173326.jpg,1,1,0
9414,122723.jpg,0,0,0
4952,134649.jpg,1,1,0
4923,133723.jpg,1,1,0
8216,150540.jpg,1,0,0
13964,115613.jpg,0,0,0
12938,178732.jpg,0,0,0
2029,056422.jpg,1,1,0
2307,064492.jpg,1,1,0
13925,151060.jpg,0,0,0
3617,098060.jpg,1,1,0
3251,088705.jpg,1,1,0
14463,103640.jpg,0,0,0
3091,085050.jpg,1,1,0
2682,074588.jpg,1,1,0
12078,188474.jpg,0,0,0
10737,142972.jpg,0,0,0
297,007693.jpg,1,1,0
1079,029449.jpg,1,1,0
2294,064111.jpg,1,1,0
1793,049557.jpg,0,1,0
13872,190019.jpg,0,0,0
10228,025075.jpg,0,0,0
13810,176064.jpg,0,0,0
231,005588.jpg,1,1,0
11807,196321.jpg,0,0,0
9866,100977.jpg,0,0,0
9438,128342.jpg,0,0,0
7482,144913.jpg,1,0,0
8100,030903.jpg,1,0,0
11547,102040.jpg,0,0,0
5981,163007.jpg,1,1,0
12694,185411.jpg,0,0,0
1571,043286.jpg,1,1,0
1578,043572.jpg,0,1,0
3493,095018.jpg,0,1,0
9504,150453.jpg,0,0,0
9111,150845.jpg,0,0,0
8135,047190.jpg,1,0,0
5123,139278.jpg,1,1,0
5772,157801.jpg,0,1,0
6576,176918.jpg,1,1,0
10378,165695.jpg,0,0,0
8760,016465.jpg,0,0,0
9697,171130.jpg,0,0,0
11432,138814.jpg,0,0,0
9768,107533.jpg,0,0,0
13231,039270.jpg,0,0,0
8435,082645.jpg,1,0,0
1967,054674.jpg,0,1,0
8895,071075.jpg,0,0,0
11348,176359.jpg,0,0,0
14669,043071.jpg,0,0,0
10571,026674.jpg,0,0,0
10155,102020.jpg,0,0,0
6114,166106.jpg,1,1,0
8815,175818.jpg,0,0,0
7519,158837.jpg,1,0,0
2895,079698.jpg,1,1,0
5865,160123.jpg,1,1,0
8944,184608.jpg,0,0,0
3772,102309.jpg,1,1,0
5879,160429.jpg,1,1,0
3461,094133.jpg,1,1,0
8870,189493.jpg,0,0,0
9707,164050.jpg,0,0,0
3429,093263.jpg,1,1,0
12180,120517.jpg,0,0,0
3798,103278.jpg,1,1,0
1249,033871.jpg,0,1,0
6323,170815.jpg,1,1,0
11017,135048.jpg,0,0,0
370,009660.jpg,1,1,0
3498,095107.jpg,1,1,0
3101,085286.jpg,1,1,0
9266,028406.jpg,0,0,0
791,021921.jpg,1,1,0
8091,007746.jpg,1,0,0
5101,138646.jpg,1,1,0
1497,041257.jpg,1,1,0
11087,002941.jpg,0,0,0
10162,192151.jpg,0,0,0
4464,121007.jpg,1,1,0
3977,107482.jpg,1,1,0
11524,053662.jpg,0,0,0
10475,025288.jpg,0,0,0
9940,017473.jpg,0,0,0
11921,032549.jpg,0,0,0
137,003109.jpg,1,1,0
5255,142815.jpg,0,1,0
11646,161269.jpg,0,0,0
5381,146383.jpg,1,1,0
12560,061357.jpg,0,0,0
8238,030449.jpg,1,0,0
12165,167205.jpg,0,0,0
5550,151152.jpg,1,1,0
101,002202.jpg,0,1,0
4922,133642.jpg,1,1,0
6426,173072.jpg,1,1,0
9625,000554.jpg,0,0,0
50,001033.jpg,1,1,0
7839,013258.jpg,1,0,0
10346,079242.jpg,0,0,0
11347,189785.jpg,0,0,0
8050,039067.jpg,1,0,0
11755,176122.jpg,0,0,0
11147,031458.jpg,0,0,0
1646,045591.jpg,1,1,0
7025,189421.jpg,1,1,0
4081,110363.jpg,1,1,0
2356,065747.jpg,1,1,0
4794,129947.jpg,1,1,0
5093,138563.jpg,1,1,0
5689,155380.jpg,1,1,0
8218,119782.jpg,1,0,0
14646,000157.jpg,0,0,0
9712,193011.jpg,0,0,0
14432,179768.jpg,0,0,0
7062,190711.jpg,1,1,0
1414,038562.jpg,1,1,0
11314,135234.jpg,0,0,0
5647,153834.jpg,1,1,0
10060,130395.jpg,0,0,0
1673,046357.jpg,1,1,0
6555,176172.jpg,1,1,0
10092,154034.jpg,0,0,0
9652,186253.jpg,0,0,0
14214,111180.jpg,0,0,0
9573,138664.jpg,0,0,0
1816,050317.jpg,1,1,0
12240,061181.jpg,0,0,0
6434,173273.jpg,1,1,0
10393,014855.jpg,0,0,0
5379,146337.jpg,1,1,0
10759,098425.jpg,0,0,0
8517,178497.jpg,1,0,0
11336,052354.jpg,0,0,0
6392,172178.jpg,1,1,0
10445,016108.jpg,0,0,0
9945,197002.jpg,0,0,0
7382,202022.jpg,1,1,0
11411,159524.jpg,0,0,0
1669,046194.jpg,1,1,0
8850,201595.jpg,0,0,0
11322,131049.jpg,0,0,0
4386,118883.jpg,1,1,0
2694,074917.jpg,1,1,0
7029,189479.jpg,1,1,0
1640,045447.jpg,1,1,0
6053,164925.jpg,0,1,0
4310,116744.jpg,1,1,0
3592,097476.jpg,1,1,0
668,018608.jpg,1,1,0
13465,072626.jpg,0,0,0
1136,031160.jpg,1,1,0
3517,095615.jpg,1,1,0
707,019537.jpg,1,1,0
6237,168862.jpg,1,1,0
335,008873.jpg,1,1,0
13683,074061.jpg,0,0,0
3183,087180.jpg,1,1,0
2080,057672.jpg,0,1,0
4728,128322.jpg,1,1,0
1355,036995.jpg,1,1,0
9427,147179.jpg,0,0,0
4060,109862.jpg,1,1,0
925,025333.jpg,1,1,0
7397,202590.jpg,1,1,0
868,024326.jpg,1,1,0
6465,174292.jpg,1,1,0
6340,171073.jpg,0,1,0
13297,016676.jpg,0,0,0
1861,051271.jpg,1,1,0
13499,131097.jpg,0,0,0
3444,093657.jpg,1,1,0
10797,057203.jpg,0,0,0
10961,187270.jpg,0,0,0
3658,099097.jpg,1,1,0
11393,091978.jpg,0,0,0
12288,050596.jpg,0,0,0
3579,097214.jpg,1,1,0
10885,003930.jpg,0,0,0
11132,150428.jpg,0,0,0
2523,070196.jpg,1,1,0
5895,160793.jpg,1,1,0
4203,113627.jpg,1,1,0
12561,197249.jpg,0,0,0
8658,176214.jpg,1,0,0
4193,113374.jpg,1,1,0
12735,014060.jpg,0,0,0
2974,081707.jpg,1,1,0
12769,146572.jpg,0,0,0
10027,043108.jpg,0,0,0
6228,168607.jpg,1,1,0
2921,080326.jpg,1,1,0
6263,169356.jpg,1,1,0
345,009093.jpg,0,1,0
5196,141247.jpg,1,1,0
14794,139443.jpg,0,0,0
12598,086236.jpg,0,0,0
12393,168535.jpg,0,0,0
10231,130252.jpg,0,0,0
1612,044668.jpg,1,1,0
13819,196587.jpg,0,0,0
10189,008127.jpg,0,0,0
11071,105345.jpg,0,0,0
14793,009322.jpg,0,0,0
